circuit_type,size,variant,solver,backend,status,time_median,time_mean,time_std,time_min,time_max,num_runs
and_tree,16,sbc,z3,smt,SAT,0.013596296310424805,0.013353109359741211,0.0008472305435863053,0.012410879135131836,0.014052152633666992,3
and_tree,16,sbc,cvc5,smt,SAT,0.009026050567626953,0.009135007858276367,0.0005993486009126919,0.008597612380981445,0.009781360626220703,3
and_tree,16,sbc_half,gecode,minizinc,SAT,0.164412260055542,0.16169095039367676,0.006154218439205741,0.15464520454406738,0.1660153865814209,3
and_tree,16,sbc_half,chuffed,minizinc,SAT,0.1508629322052002,0.1526020367940267,0.004043327856899195,0.14971923828125,0.15722393989562988,3
and_tree,16,sbc_half,z3,smt,SAT,0.013622283935546875,0.014123280843098959,0.0014873343314923888,0.012951135635375977,0.015796422958374023,3
and_tree,16,sbc_half,cvc5,smt,SAT,0.007082462310791016,0.007326285044352214,0.00045216096621926417,0.007048368453979492,0.007848024368286133,3
and_tree,32,base,gecode,minizinc,SAT,0.1584463119506836,0.15579533576965332,0.00683792366015001,0.14802885055541992,0.16091084480285645,3
and_tree,32,base,chuffed,minizinc,SAT,0.15181517601013184,0.1543578306833903,0.009084300065506803,0.14681577682495117,0.1644425392150879,3
and_tree,32,base,z3,smt,SAT,0.01737689971923828,0.01704827944437663,0.000785659377844013,0.01615166664123535,0.01761627197265625,3
and_tree,32,base,cvc5,smt,SAT,0.01576709747314453,0.01602307955423991,0.0021893256507631615,0.013972997665405273,0.018329143524169922,3
and_tree,32,sbc,gecode,minizinc,SAT,0.1725749969482422,0.18389240900675455,0.022013765581187058,0.16983962059020996,0.20926260948181152,3
and_tree,32,sbc,chuffed,minizinc,SAT,0.17009544372558594,0.1644585927327474,0.014794212957812136,0.147674560546875,0.17560577392578125,3
and_tree,32,sbc,z3,smt,SAT,0.012981653213500977,0.013402700424194336,0.0009060692753010504,0.01278376579284668,0.014442682266235352,3
and_tree,32,sbc,cvc5,smt,SAT,0.014815807342529297,0.014164606730143229,0.0013002565990621975,0.012667417526245117,0.015010595321655273,3
and_tree,32,sbc_half,gecode,minizinc,SAT,0.16701221466064453,0.18021400769551596,0.02297962510633738,0.16688132286071777,0.20674848556518555,3
and_tree,32,sbc_half,chuffed,minizinc,SAT,0.17019963264465332,0.17002344131469727,0.005261845922233584,0.16467571258544922,0.17519497871398926,3
and_tree,32,sbc_half,z3,smt,SAT,0.015587091445922852,0.015413522720336914,0.00046147318697742866,0.014890432357788086,0.015763044357299805,3
and_tree,32,sbc_half,cvc5,smt,SAT,0.012580633163452148,0.012529293696085611,0.0006478801635421587,0.011857271194458008,0.01314997673034668,3
and_tree,64,base,gecode,minizinc,SAT,0.18129777908325195,0.18100102742513022,0.01935843355089277,0.16149592399597168,0.200209379196167,3
and_tree,64,base,chuffed,minizinc,SAT,0.15703868865966797,0.15837295850118002,0.005954566470923755,0.1531987190246582,0.16488146781921387,3
and_tree,64,base,z3,smt,SAT,0.014760494232177734,0.016197919845581055,0.0025533447830418683,0.014687299728393555,0.019145965576171875,3
and_tree,64,base,cvc5,smt,SAT,0.035666465759277344,0.03414440155029297,0.012896605237457736,0.020554304122924805,0.04621243476867676,3
and_tree,64,sbc,gecode,minizinc,SAT,0.16943621635437012,0.1712355613708496,0.009280476995760603,0.16298651695251465,0.18128395080566406,3
and_tree,64,sbc,chuffed,minizinc,SAT,0.163132905960083,0.16179545720418295,0.011039984393129499,0.1501476764678955,0.1721057891845703,3
and_tree,64,sbc,z3,smt,SAT,0.014254331588745117,0.014753182729085287,0.0009163497771458363,0.014194488525390625,0.015810728073120117,3
and_tree,64,sbc,cvc5,smt,SAT,0.022774457931518555,0.02273257573445638,0.0008148878593294282,0.021897554397583008,0.023525714874267578,3
and_tree,64,sbc_half,gecode,minizinc,SAT,0.17320752143859863,0.17053929964701334,0.007334840776755009,0.16224384307861328,0.17616653442382812,3
