circuit_type,size,variant,solver,backend,status,run_id,wall_time,solve_time
comparator,4,base,cvc5,smt,SAT,1,0.01294398307800293,
comparator,4,base,cvc5,smt,SAT,2,0.01379084587097168,
comparator,4,base,cvc5,smt,SAT,3,0.012961149215698242,
comparator,4,sbc,gecode,minizinc,SAT,1,0.15473341941833496,0.000100219
comparator,4,sbc,gecode,minizinc,SAT,2,0.14561057090759277,0.000106531
comparator,4,sbc,gecode,minizinc,SAT,3,0.15305280685424805,0.000148349
comparator,4,sbc,chuffed,minizinc,SAT,1,0.19804906845092773,0.0
comparator,4,sbc,chuffed,minizinc,SAT,2,0.15034198760986328,0.0
comparator,4,sbc,chuffed,minizinc,SAT,3,0.18479704856872559,0.0
comparator,4,sbc,z3,smt,SAT,1,0.02060532569885254,
comparator,4,sbc,z3,smt,SAT,2,0.02174830436706543,
comparator,4,sbc,z3,smt,SAT,3,0.019706249237060547,
comparator,4,sbc,cvc5,smt,SAT,1,0.011414527893066406,
comparator,4,sbc,cvc5,smt,SAT,2,0.012446403503417969,
comparator,4,sbc,cvc5,smt,SAT,3,0.012056112289428711,
comparator,4,sbc_half,gecode,minizinc,SAT,1,0.15753531455993652,8.9328e-05
comparator,4,sbc_half,gecode,minizinc,SAT,2,0.15649700164794922,0.000119465
comparator,4,sbc_half,gecode,minizinc,SAT,3,0.1643047332763672,0.000121859
comparator,4,sbc_half,chuffed,minizinc,SAT,1,0.15903162956237793,0.0
comparator,4,sbc_half,chuffed,minizinc,SAT,2,0.14983177185058594,0.0
comparator,4,sbc_half,chuffed,minizinc,SAT,3,0.14726018905639648,0.0
comparator,4,sbc_half,z3,smt,SAT,1,0.017472267150878906,
comparator,4,sbc_half,z3,smt,SAT,2,0.01728200912475586,
comparator,4,sbc_half,z3,smt,SAT,3,0.02136969566345215,
comparator,4,sbc_half,cvc5,smt,SAT,1,0.011430740356445312,
comparator,4,sbc_half,cvc5,smt,SAT,2,0.012391805648803711,
comparator,4,sbc_half,cvc5,smt,SAT,3,0.009796619415283203,
comparator,8,base,gecode,minizinc,SAT,1,0.16852021217346191,0.000119575
comparator,8,base,gecode,minizinc,SAT,2,0.1483137607574463,0.000138241
comparator,8,base,gecode,minizinc,SAT,3,0.17749547958374023,0.000131597
comparator,8,base,chuffed,minizinc,SAT,1,0.15572404861450195,0.0
comparator,8,base,chuffed,minizinc,SAT,2,0.158797025680542,0.0
comparator,8,base,chuffed,minizinc,SAT,3,0.1567094326019287,0.0
comparator,8,base,z3,smt,SAT,1,0.021001815795898438,
comparator,8,base,z3,smt,SAT,2,0.0218813419342041,
comparator,8,base,z3,smt,SAT,3,0.02072882652282715,
comparator,8,base,cvc5,smt,SAT,1,0.02593517303466797,
comparator,8,base,cvc5,smt,SAT,2,0.023407459259033203,
comparator,8,base,cvc5,smt,SAT,3,0.019078731536865234,
comparator,8,sbc,gecode,minizinc,SAT,1,0.15922069549560547,0.000161123
comparator,8,sbc,gecode,minizinc,SAT,2,0.16080141067504883,0.000141697
comparator,8,sbc,gecode,minizinc,SAT,3,0.16112303733825684,0.000197131
comparator,8,sbc,chuffed,minizinc,SAT,1,0.15139079093933105,0.0
comparator,8,sbc,chuffed,minizinc,SAT,2,0.1508042812347412,0.0
comparator,8,sbc,chuffed,minizinc,SAT,3,0.15589308738708496,0.0
comparator,8,sbc,z3,smt,SAT,1,0.020315885543823242,
comparator,8,sbc,z3,smt,SAT,2,0.019400358200073242,
comparator,8,sbc,z3,smt,SAT,3,0.01993727684020996,
comparator,8,sbc,cvc5,smt,SAT,1,0.018923282623291016,
comparator,8,sbc,cvc5,smt,SAT,2,0.01916050910949707,
comparator,8,sbc,cvc5,smt,SAT,3,0.021684646606445312,
comparator,8,sbc_half,gecode,minizinc,SAT,1,0.1502513885498047,0.000125627
comparator,8,sbc_half,gecode,minizinc,SAT,2,0.16988658905029297,0.000117491
comparator,8,sbc_half,gecode,minizinc,SAT,3,0.15114474296569824,0.000152968
comparator,8,sbc_half,chuffed,minizinc,SAT,1,0.15943670272827148,0.0
comparator,8,sbc_half,chuffed,minizinc,SAT,2,0.1554853916168213,0.0
comparator,8,sbc_half,chuffed,minizinc,SAT,3,0.15459918975830078,0.0
comparator,8,sbc_half,z3,smt,SAT,1,0.027121543884277344,
comparator,8,sbc_half,z3,smt,SAT,2,0.01883697509765625,
comparator,8,sbc_half,z3,smt,SAT,3,0.018737316131591797,
comparator,8,sbc_half,cvc5,smt,SAT,1,0.017516374588012695,
comparator,8,sbc_half,cvc5,smt,SAT,2,0.016627788543701172,
comparator,8,sbc_half,cvc5,smt,SAT,3,0.01535487174987793,
comparator,12,base,gecode,minizinc,SAT,1,0.16964960098266602,0.00024403
comparator,12,base,gecode,minizinc,SAT,2,0.1609647274017334,0.00014327
comparator,12,base,gecode,minizinc,SAT,3,0.15869975090026855,0.000159089
comparator,12,base,chuffed,minizinc,SAT,1,0.1588573455810547,0.0
comparator,12,base,chuffed,minizinc,SAT,2,0.15647673606872559,0.0
comparator,12,base,chuffed,minizinc,SAT,3,0.16127467155456543,0.0
comparator,12,base,z3,smt,SAT,1,0.025707483291625977,
comparator,12,base,z3,smt,SAT,2,0.025331497192382812,
comparator,12,base,z3,smt,SAT,3,0.020984649658203125,
comparator,12,base,cvc5,smt,SAT,1,0.03237414360046387,
comparator,12,base,cvc5,smt,SAT,2,0.03063201904296875,
comparator,12,base,cvc5,smt,SAT,3,0.040572166442871094,
comparator,12,sbc,gecode,minizinc,SAT,1,0.1757345199584961,0.000196491
comparator,12,sbc,gecode,minizinc,SAT,2,0.15591883659362793,0.00018575
comparator,12,sbc,gecode,minizinc,SAT,3,0.15913748741149902,0.000231597
comparator,12,sbc,chuffed,minizinc,SAT,1,0.15023565292358398,0.0
comparator,12,sbc,chuffed,minizinc,SAT,2,0.16702532768249512,0.0
comparator,12,sbc,chuffed,minizinc,SAT,3,0.14928698539733887,0.0
comparator,12,sbc,z3,smt,SAT,1,0.019754886627197266,
comparator,12,sbc,z3,smt,SAT,2,0.025395631790161133,
comparator,12,sbc,z3,smt,SAT,3,0.021178722381591797,
comparator,12,sbc,cvc5,smt,SAT,1,0.03043389320373535,
comparator,12,sbc,cvc5,smt,SAT,2,0.030295848846435547,
comparator,12,sbc,cvc5,smt,SAT,3,0.03181028366088867,
comparator,12,sbc_half,gecode,minizinc,SAT,1,0.16008424758911133,0.000165973
comparator,12,sbc_half,gecode,minizinc,SAT,2,0.15513038635253906,0.000206468
comparator,12,sbc_half,gecode,minizinc,SAT,3,0.16518020629882812,0.000160763
comparator,12,sbc_half,chuffed,minizinc,SAT,1,0.15639090538024902,0.0
comparator,12,sbc_half,chuffed,minizinc,SAT,2,0.15752959251403809,0.0
comparator,12,sbc_half,chuffed,minizinc,SAT,3,0.15444159507751465,0.0
comparator,12,sbc_half,z3,smt,SAT,1,0.019389629364013672,
comparator,12,sbc_half,z3,smt,SAT,2,0.02346348762512207,
comparator,12,sbc_half,z3,smt,SAT,3,0.02337932586669922,
comparator,12,sbc_half,cvc5,smt,SAT,1,0.023407936096191406,
comparator,12,sbc_half,cvc5,smt,SAT,2,0.024127483367919922,
comparator,12,sbc_half,cvc5,smt,SAT,3,0.02646636962890625,
comparator,16,base,gecode,minizinc,SAT,1,0.1648552417755127,0.000173507
comparator,16,base,gecode,minizinc,SAT,2,0.17147517204284668,0.000192433
comparator,16,base,gecode,minizinc,SAT,3,0.16370797157287598,0.000177705
comparator,16,base,chuffed,minizinc,SAT,1,0.1542956829071045,0.001
comparator,16,base,chuffed,minizinc,SAT,2,0.1651017665863037,0.0
comparator,16,base,chuffed,minizinc,SAT,3,0.1645040512084961,0.0
comparator,16,base,z3,smt,SAT,1,0.020977258682250977,
comparator,16,base,z3,smt,SAT,2,0.0201261043548584,
comparator,16,base,z3,smt,SAT,3,0.02322673797607422,
comparator,16,base,cvc5,smt,SAT,1,0.045957088470458984,
comparator,16,base,cvc5,smt,SAT,2,0.045096397399902344,
comparator,16,base,cvc5,smt,SAT,3,0.04368305206298828,
comparator,16,sbc,gecode,minizinc,SAT,1,0.16422414779663086,0.000284707
comparator,16,sbc,gecode,minizinc,SAT,2,0.18076205253601074,0.000227639
comparator,16,sbc,gecode,minizinc,SAT,3,0.16479277610778809,0.000221818
comparator,16,sbc,chuffed,minizinc,SAT,1,0.16077685356140137,0.001
comparator,16,sbc,chuffed,minizinc,SAT,2,0.15499639511108398,0.0
comparator,16,sbc,chuffed,minizinc,SAT,3,0.16354703903198242,0.0
comparator,16,sbc,z3,smt,SAT,1,0.02116107940673828,
comparator,16,sbc,z3,smt,SAT,2,0.0237429141998291,
comparator,16,sbc,z3,smt,SAT,3,0.021343469619750977,
comparator,16,sbc,cvc5,smt,SAT,1,0.04734349250793457,
comparator,16,sbc,cvc5,smt,SAT,2,0.04580521583557129,
comparator,16,sbc,cvc5,smt,SAT,3,0.04294872283935547,
comparator,16,sbc_half,gecode,minizinc,SAT,1,0.16604924201965332,0.000170882
comparator,16,sbc_half,gecode,minizinc,SAT,2,0.1617569923400879,0.000176162
comparator,16,sbc_half,gecode,minizinc,SAT,3,0.1611037254333496,0.000213082
comparator,16,sbc_half,chuffed,minizinc,SAT,1,0.16715455055236816,0.0
comparator,16,sbc_half,chuffed,minizinc,SAT,2,0.15903377532958984,0.0
comparator,16,sbc_half,chuffed,minizinc,SAT,3,0.16013550758361816,0.0
comparator,16,sbc_half,z3,smt,SAT,1,0.02039623260498047,
comparator,16,sbc_half,z3,smt,SAT,2,0.01975870132446289,
comparator,16,sbc_half,z3,smt,SAT,3,0.02051520347595215,
comparator,16,sbc_half,cvc5,smt,SAT,1,0.03589010238647461,
comparator,16,sbc_half,cvc5,smt,SAT,2,0.0411067008972168,
comparator,16,sbc_half,cvc5,smt,SAT,3,0.03643393516540527,
comparator,20,base,gecode,minizinc,SAT,1,0.1581721305847168,0.000306337
comparator,20,base,gecode,minizinc,SAT,2,0.165449857711792,0.000268796
comparator,20,base,gecode,minizinc,SAT,3,0.1707472801208496,0.000210146
comparator,20,base,chuffed,minizinc,SAT,1,0.16975903511047363,0.0
comparator,20,base,chuffed,minizinc,SAT,2,0.168809175491333,0.0
comparator,20,base,chuffed,minizinc,SAT,3,0.16203832626342773,0.0
comparator,20,base,z3,smt,SAT,1,0.021909236907958984,
comparator,20,base,z3,smt,SAT,2,0.025615930557250977,
comparator,20,base,z3,smt,SAT,3,0.022859573364257812,
comparator,20,base,cvc5,smt,SAT,1,0.061412811279296875,
comparator,20,base,cvc5,smt,SAT,2,0.06077122688293457,
comparator,20,base,cvc5,smt,SAT,3,0.06429648399353027,
comparator,20,sbc,gecode,minizinc,SAT,1,0.16956043243408203,0.000367893
comparator,20,sbc,gecode,minizinc,SAT,2,0.16984152793884277,0.000287642
comparator,20,sbc,gecode,minizinc,SAT,3,0.18155574798583984,0.000317969
comparator,20,sbc,chuffed,minizinc,SAT,1,0.15224790573120117,0.0
comparator,20,sbc,chuffed,minizinc,SAT,2,0.15154027938842773,0.0
comparator,20,sbc,chuffed,minizinc,SAT,3,0.16547393798828125,0.0
comparator,20,sbc,z3,smt,SAT,1,0.021541118621826172,
comparator,20,sbc,z3,smt,SAT,2,0.02356123924255371,
comparator,20,sbc,z3,smt,SAT,3,0.023643970489501953,
comparator,20,sbc,cvc5,smt,SAT,1,0.0626518726348877,
comparator,20,sbc,cvc5,smt,SAT,2,0.05765652656555176,
comparator,20,sbc,cvc5,smt,SAT,3,0.059421539306640625,
comparator,20,sbc_half,gecode,minizinc,SAT,1,0.16318368911743164,0.000229071
comparator,20,sbc_half,gecode,minizinc,SAT,2,0.1720261573791504,0.000263536
comparator,20,sbc_half,gecode,minizinc,SAT,3,0.1678485870361328,0.000210917
comparator,20,sbc_half,chuffed,minizinc,SAT,1,0.16372251510620117,0.0
comparator,20,sbc_half,chuffed,minizinc,SAT,2,0.17191863059997559,0.0
comparator,20,sbc_half,chuffed,minizinc,SAT,3,0.15842962265014648,0.0
comparator,20,sbc_half,z3,smt,SAT,1,0.0229644775390625,
comparator,20,sbc_half,z3,smt,SAT,2,0.023459196090698242,
comparator,20,sbc_half,z3,smt,SAT,3,0.027633190155029297,
comparator,20,sbc_half,cvc5,smt,SAT,1,0.045989274978637695,
comparator,20,sbc_half,cvc5,smt,SAT,2,0.04522967338562012,
comparator,20,sbc_half,cvc5,smt,SAT,3,0.04715418815612793,
comparator,24,base,gecode,minizinc,SAT,1,0.16399097442626953,0.000231055
comparator,24,base,gecode,minizinc,SAT,2,0.166182279586792,0.000250863
comparator,24,base,gecode,minizinc,SAT,3,0.17153215408325195,0.000265069
comparator,24,base,chuffed,minizinc,SAT,1,0.1621239185333252,0.0
comparator,24,base,chuffed,minizinc,SAT,2,0.16229581832885742,0.001
comparator,24,base,chuffed,minizinc,SAT,3,0.15831995010375977,0.0
comparator,24,base,z3,smt,SAT,1,0.029231786727905273,
comparator,24,base,z3,smt,SAT,2,0.025069713592529297,
comparator,24,base,z3,smt,SAT,3,0.022678375244140625,
comparator,24,base,cvc5,smt,SAT,1,0.08395004272460938,
comparator,24,base,cvc5,smt,SAT,2,0.08652901649475098,
comparator,24,base,cvc5,smt,SAT,3,0.07812666893005371,
comparator,24,sbc,gecode,minizinc,SAT,1,0.16667413711547852,0.000346052
comparator,24,sbc,gecode,minizinc,SAT,2,0.17092227935791016,0.000359377
comparator,24,sbc,gecode,minizinc,SAT,3,0.15987062454223633,0.000392469
comparator,24,sbc,chuffed,minizinc,SAT,1,0.15981650352478027,0.0
comparator,24,sbc,chuffed,minizinc,SAT,2,0.16008448600769043,0.0
comparator,24,sbc,chuffed,minizinc,SAT,3,0.15723705291748047,0.0
comparator,24,sbc,z3,smt,SAT,1,0.028586626052856445,
comparator,24,sbc,z3,smt,SAT,2,0.024949312210083008,
comparator,24,sbc,z3,smt,SAT,3,0.02741718292236328,
comparator,24,sbc,cvc5,smt,SAT,1,0.0790090560913086,
comparator,24,sbc,cvc5,smt,SAT,2,0.07844138145446777,
comparator,24,sbc,cvc5,smt,SAT,3,0.08542704582214355,
comparator,24,sbc_half,gecode,minizinc,SAT,1,0.19121193885803223,0.000590633
comparator,24,sbc_half,gecode,minizinc,SAT,2,0.17807555198669434,0.000246454
comparator,24,sbc_half,gecode,minizinc,SAT,3,0.16438746452331543,0.000236365
comparator,24,sbc_half,chuffed,minizinc,SAT,1,0.16695642471313477,0.0
comparator,24,sbc_half,chuffed,minizinc,SAT,2,0.1584923267364502,0.0
comparator,24,sbc_half,chuffed,minizinc,SAT,3,0.16027593612670898,0.0
comparator,24,sbc_half,z3,smt,SAT,1,0.02255868911743164,
comparator,24,sbc_half,z3,smt,SAT,2,0.027121782302856445,
comparator,24,sbc_half,z3,smt,SAT,3,0.02212691307067871,
comparator,24,sbc_half,cvc5,smt,SAT,1,0.06162261962890625,
comparator,24,sbc_half,cvc5,smt,SAT,2,0.058058738708496094,
comparator,24,sbc_half,cvc5,smt,SAT,3,0.0592193603515625,
comparator,28,base,gecode,minizinc,SAT,1,0.18818044662475586,0.000357544
comparator,28,base,gecode,minizinc,SAT,2,0.2162942886352539,0.000362573
comparator,28,base,gecode,minizinc,SAT,3,0.16879057884216309,0.000281721
comparator,28,base,chuffed,minizinc,SAT,1,0.15112519264221191,0.0
comparator,28,base,chuffed,minizinc,SAT,2,0.15403318405151367,0.0
comparator,28,base,chuffed,minizinc,SAT,3,0.16342949867248535,0.0
comparator,28,base,z3,smt,SAT,1,0.02835869789123535,
comparator,28,base,z3,smt,SAT,2,0.025998830795288086,
comparator,28,base,z3,smt,SAT,3,0.022606849670410156,
comparator,28,base,cvc5,smt,SAT,1,0.11793947219848633,
comparator,28,base,cvc5,smt,SAT,2,0.11670136451721191,
comparator,28,base,cvc5,smt,SAT,3,0.11469578742980957,
comparator,28,sbc,gecode,minizinc,SAT,1,0.16233086585998535,0.000471378
comparator,28,sbc,gecode,minizinc,SAT,2,0.16752409934997559,0.000483811
comparator,28,sbc,gecode,minizinc,SAT,3,0.16711163520812988,0.000637381
comparator,28,sbc,chuffed,minizinc,SAT,1,0.15177392959594727,0.0
comparator,28,sbc,chuffed,minizinc,SAT,2,0.16849994659423828,0.0
comparator,28,sbc,chuffed,minizinc,SAT,3,0.1629323959350586,0.0
comparator,28,sbc,z3,smt,SAT,1,0.026582717895507812,
comparator,28,sbc,z3,smt,SAT,2,0.023608922958374023,
comparator,28,sbc,z3,smt,SAT,3,0.023802757263183594,
comparator,28,sbc,cvc5,smt,SAT,1,0.10593223571777344,
comparator,28,sbc,cvc5,smt,SAT,2,0.11986589431762695,
comparator,28,sbc,cvc5,smt,SAT,3,0.10763216018676758,
comparator,28,sbc_half,gecode,minizinc,SAT,1,0.1698305606842041,0.000332667
comparator,28,sbc_half,gecode,minizinc,SAT,2,0.17779088020324707,0.000298061
comparator,28,sbc_half,gecode,minizinc,SAT,3,0.16855978965759277,0.000417767
comparator,28,sbc_half,chuffed,minizinc,SAT,1,0.15424156188964844,0.0
comparator,28,sbc_half,chuffed,minizinc,SAT,2,0.16187000274658203,0.0
comparator,28,sbc_half,chuffed,minizinc,SAT,3,0.1560807228088379,0.0
comparator,28,sbc_half,z3,smt,SAT,1,0.022544145584106445,
comparator,28,sbc_half,z3,smt,SAT,2,0.021580934524536133,
comparator,28,sbc_half,z3,smt,SAT,3,0.02289414405822754,
comparator,28,sbc_half,cvc5,smt,SAT,1,0.07576203346252441,
comparator,28,sbc_half,cvc5,smt,SAT,2,0.07620954513549805,
comparator,28,sbc_half,cvc5,smt,SAT,3,0.08791661262512207,
comparator,32,base,gecode,minizinc,SAT,1,0.17607951164245605,0.000482589
comparator,32,base,gecode,minizinc,SAT,2,0.16756677627563477,0.000317768
comparator,32,base,gecode,minizinc,SAT,3,0.16548871994018555,0.00029723
comparator,32,base,chuffed,minizinc,SAT,1,0.15936827659606934,0.0
comparator,32,base,chuffed,minizinc,SAT,2,0.2044086456298828,0.0
comparator,32,base,chuffed,minizinc,SAT,3,0.1589205265045166,0.0
comparator,32,base,z3,smt,SAT,1,0.02666473388671875,
comparator,32,base,z3,smt,SAT,2,0.024302244186401367,
comparator,32,base,z3,smt,SAT,3,0.025693416595458984,
comparator,32,base,cvc5,smt,SAT,1,0.15636110305786133,
comparator,32,base,cvc5,smt,SAT,2,0.13774561882019043,
comparator,32,base,cvc5,smt,SAT,3,0.13139581680297852,
comparator,32,sbc,gecode,minizinc,SAT,1,0.18013811111450195,0.00052023
comparator,32,sbc,gecode,minizinc,SAT,2,0.1743628978729248,0.000518637
comparator,32,sbc,gecode,minizinc,SAT,3,0.16704869270324707,0.000504059
comparator,32,sbc,chuffed,minizinc,SAT,1,0.1590569019317627,0.0
comparator,32,sbc,chuffed,minizinc,SAT,2,0.15933990478515625,0.0
comparator,32,sbc,chuffed,minizinc,SAT,3,0.1621716022491455,0.0
comparator,32,sbc,z3,smt,SAT,1,0.024608850479125977,
comparator,32,sbc,z3,smt,SAT,2,0.024469852447509766,
comparator,32,sbc,z3,smt,SAT,3,0.024881601333618164,
comparator,32,sbc,cvc5,smt,SAT,1,0.13352513313293457,
comparator,32,sbc,cvc5,smt,SAT,2,0.13126611709594727,
comparator,32,sbc,cvc5,smt,SAT,3,0.13418316841125488,
comparator,32,sbc_half,gecode,minizinc,SAT,1,0.1737499237060547,0.000357643
comparator,32,sbc_half,gecode,minizinc,SAT,2,0.16508150100708008,0.000425361
comparator,32,sbc_half,gecode,minizinc,SAT,3,0.16991758346557617,0.000359657
comparator,32,sbc_half,chuffed,minizinc,SAT,1,0.15491700172424316,0.0
comparator,32,sbc_half,chuffed,minizinc,SAT,2,0.16474461555480957,0.0
comparator,32,sbc_half,chuffed,minizinc,SAT,3,0.17031049728393555,0.0
comparator,32,sbc_half,z3,smt,SAT,1,0.02404475212097168,
comparator,32,sbc_half,z3,smt,SAT,2,0.023693561553955078,
comparator,32,sbc_half,z3,smt,SAT,3,0.023613929748535156,
comparator,32,sbc_half,cvc5,smt,SAT,1,0.09488582611083984,
comparator,32,sbc_half,cvc5,smt,SAT,2,0.09600114822387695,
comparator,32,sbc_half,cvc5,smt,SAT,3,0.09880638122558594,
comparator,48,base,gecode,minizinc,SAT,1,0.1811521053314209,0.000749652
comparator,48,base,gecode,minizinc,SAT,2,0.18675994873046875,0.00057864
comparator,48,base,gecode,minizinc,SAT,3,0.18093037605285645,0.000687014
comparator,48,base,chuffed,minizinc,SAT,1,0.17235517501831055,0.0
comparator,48,base,chuffed,minizinc,SAT,2,0.1630082130432129,0.0
comparator,48,base,chuffed,minizinc,SAT,3,0.1876678466796875,0.0
comparator,48,base,z3,smt,SAT,1,0.031830787658691406,
comparator,48,base,z3,smt,SAT,2,0.02970600128173828,
comparator,48,base,z3,smt,SAT,3,0.02766561508178711,
comparator,48,base,cvc5,smt,SAT,1,0.32796740531921387,
comparator,48,base,cvc5,smt,SAT,2,0.2789022922515869,
comparator,48,base,cvc5,smt,SAT,3,0.3278391361236572,
comparator,48,sbc,gecode,minizinc,SAT,1,0.21222591400146484,0.00227226
comparator,48,sbc,gecode,minizinc,SAT,2,0.18046045303344727,0.00122957
comparator,48,sbc,gecode,minizinc,SAT,3,0.17748355865478516,0.000895907
comparator,48,sbc,chuffed,minizinc,SAT,1,0.17285490036010742,0.0
comparator,48,sbc,chuffed,minizinc,SAT,2,0.1668386459350586,0.0
comparator,48,sbc,chuffed,minizinc,SAT,3,0.17177700996398926,0.0
comparator,48,sbc,z3,smt,SAT,1,0.031058549880981445,
comparator,48,sbc,z3,smt,SAT,2,0.030184030532836914,
comparator,48,sbc,z3,smt,SAT,3,0.03276801109313965,
comparator,48,sbc,cvc5,smt,SAT,1,0.34329986572265625,
comparator,48,sbc,cvc5,smt,SAT,2,0.28343725204467773,
comparator,48,sbc,cvc5,smt,SAT,3,0.271655797958374,
comparator,48,sbc_half,gecode,minizinc,SAT,1,0.2038130760192871,0.000660034
comparator,48,sbc_half,gecode,minizinc,SAT,2,0.19549822807312012,0.000566618
comparator,48,sbc_half,gecode,minizinc,SAT,3,0.18803048133850098,0.000506645
comparator,48,sbc_half,chuffed,minizinc,SAT,1,0.1752636432647705,0.001
comparator,48,sbc_half,chuffed,minizinc,SAT,2,0.1707766056060791,0.0
comparator,48,sbc_half,chuffed,minizinc,SAT,3,0.17006349563598633,0.001
comparator,48,sbc_half,z3,smt,SAT,1,0.02648138999938965,
comparator,48,sbc_half,z3,smt,SAT,2,0.026673316955566406,
comparator,48,sbc_half,z3,smt,SAT,3,0.028573989868164062,
comparator,48,sbc_half,cvc5,smt,SAT,1,0.1929619312286377,
comparator,48,sbc_half,cvc5,smt,SAT,2,0.18345284461975098,
comparator,48,sbc_half,cvc5,smt,SAT,3,0.19465398788452148,
comparator,64,base,gecode,minizinc,SAT,1,0.18354034423828125,0.00078571
comparator,64,base,gecode,minizinc,SAT,2,0.17054510116577148,0.000797231
comparator,64,base,gecode,minizinc,SAT,3,0.17887234687805176,0.000771634
comparator,64,base,chuffed,minizinc,SAT,1,0.1819777488708496,0.0
comparator,64,base,chuffed,minizinc,SAT,2,0.18616509437561035,0.0
comparator,64,base,chuffed,minizinc,SAT,3,0.18718218803405762,0.0
comparator,64,base,z3,smt,SAT,1,0.03544330596923828,
comparator,64,base,z3,smt,SAT,2,0.03485441207885742,
comparator,64,base,z3,smt,SAT,3,0.037276268005371094,
comparator,64,base,cvc5,smt,SAT,1,0.46085071563720703,
comparator,64,base,cvc5,smt,SAT,2,0.4563732147216797,
comparator,64,base,cvc5,smt,SAT,3,0.46349096298217773,
comparator,64,sbc,gecode,minizinc,SAT,1,0.22053885459899902,0.00179229
comparator,64,sbc,gecode,minizinc,SAT,2,0.203155517578125,0.00171983
comparator,64,sbc,gecode,minizinc,SAT,3,0.17960238456726074,0.00162132
comparator,64,sbc,chuffed,minizinc,SAT,1,0.20320510864257812,0.0
comparator,64,sbc,chuffed,minizinc,SAT,2,0.19722676277160645,0.001
comparator,64,sbc,chuffed,minizinc,SAT,3,0.20775604248046875,0.0
comparator,64,sbc,z3,smt,SAT,1,0.0341336727142334,
comparator,64,sbc,z3,smt,SAT,2,0.03298616409301758,
comparator,64,sbc,z3,smt,SAT,3,0.03561043739318848,
comparator,64,sbc,cvc5,smt,SAT,1,0.46352243423461914,
comparator,64,sbc,cvc5,smt,SAT,2,0.4911532402038574,
comparator,64,sbc,cvc5,smt,SAT,3,0.6771962642669678,
comparator,64,sbc_half,gecode,minizinc,SAT,1,0.21113038063049316,0.00124466
comparator,64,sbc_half,gecode,minizinc,SAT,2,0.1798415184020996,0.000971459
comparator,64,sbc_half,gecode,minizinc,SAT,3,0.18425703048706055,0.000890918
comparator,64,sbc_half,chuffed,minizinc,SAT,1,0.17645907402038574,0.0
comparator,64,sbc_half,chuffed,minizinc,SAT,2,0.18065524101257324,0.0
comparator,64,sbc_half,chuffed,minizinc,SAT,3,0.18587350845336914,0.0
comparator,64,sbc_half,z3,smt,SAT,1,0.029751062393188477,
comparator,64,sbc_half,z3,smt,SAT,2,0.02877521514892578,
comparator,64,sbc_half,z3,smt,SAT,3,0.028304576873779297,
comparator,64,sbc_half,cvc5,smt,SAT,1,0.308490514755249,
comparator,64,sbc_half,cvc5,smt,SAT,2,0.3474249839782715,
comparator,64,sbc_half,cvc5,smt,SAT,3,0.30025291442871094,
comparator,96,base,gecode,minizinc,SAT,1,0.19826984405517578,0.00137294
comparator,96,base,gecode,minizinc,SAT,2,0.19624829292297363,0.00154429
comparator,96,base,gecode,minizinc,SAT,3,0.19737648963928223,0.00137105
comparator,96,base,chuffed,minizinc,SAT,1,0.18738269805908203,0.001
comparator,96,base,chuffed,minizinc,SAT,2,0.19692063331604004,0.0
comparator,96,base,chuffed,minizinc,SAT,3,0.18196988105773926,0.001
comparator,96,base,z3,smt,SAT,1,0.04096364974975586,
comparator,96,base,z3,smt,SAT,2,0.03969526290893555,
comparator,96,base,z3,smt,SAT,3,0.039724111557006836,
comparator,96,base,cvc5,smt,SAT,1,1.0795691013336182,
comparator,96,base,cvc5,smt,SAT,2,1.1213281154632568,
comparator,96,base,cvc5,smt,SAT,3,1.0202457904815674,
comparator,96,sbc,gecode,minizinc,SAT,1,0.20539617538452148,0.0036278
comparator,96,sbc,gecode,minizinc,SAT,2,0.22505640983581543,0.00354724
comparator,96,sbc,gecode,minizinc,SAT,3,0.2066030502319336,0.00301885
comparator,96,sbc,chuffed,minizinc,SAT,1,0.21006107330322266,0.001
comparator,96,sbc,chuffed,minizinc,SAT,2,0.1950380802154541,0.0
comparator,96,sbc,chuffed,minizinc,SAT,3,0.18963241577148438,0.001
comparator,96,sbc,z3,smt,SAT,1,0.046442270278930664,
comparator,96,sbc,z3,smt,SAT,2,0.040348052978515625,
comparator,96,sbc,z3,smt,SAT,3,0.03922867774963379,
comparator,96,sbc,cvc5,smt,SAT,1,1.1034224033355713,
comparator,96,sbc,cvc5,smt,SAT,2,1.1215589046478271,
comparator,96,sbc,cvc5,smt,SAT,3,1.1041696071624756,
comparator,96,sbc_half,gecode,minizinc,SAT,1,0.2026205062866211,0.00226611
comparator,96,sbc_half,gecode,minizinc,SAT,2,0.20029067993164062,0.00187037
comparator,96,sbc_half,gecode,minizinc,SAT,3,0.22408294677734375,0.00176154
comparator,96,sbc_half,chuffed,minizinc,SAT,1,0.18629193305969238,0.0
comparator,96,sbc_half,chuffed,minizinc,SAT,2,0.19849395751953125,0.0
comparator,96,sbc_half,chuffed,minizinc,SAT,3,0.17944884300231934,0.0
comparator,96,sbc_half,z3,smt,SAT,1,0.03511333465576172,
comparator,96,sbc_half,z3,smt,SAT,2,0.04121899604797363,
comparator,96,sbc_half,z3,smt,SAT,3,0.04008984565734863,
comparator,96,sbc_half,cvc5,smt,SAT,1,0.6645729541778564,
