problem,size,variant,solver,backend,status,time_median,time_mean,time_std,time_min,time_max,par2,num_runs,num_sat,num_unsat,num_timeout,num_error
nqueens,60,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,60,sbc,cvc5,smt,SAT,19.0,18.796333333333333,1.33321878674632,17.373,20.016,18.796333333333333,3,3,0,0,0
nqueens,70,base,gecode,minizinc,SAT,0.00203387,0.0020363433333333335,3.836983363702961e-05,0.00199927,0.00207589,0.0020363433333333335,3,3,0,0,0
nqueens,70,base,chuffed,minizinc,SAT,0.178,0.17733333333333332,0.0011547005383792525,0.176,0.178,0.17733333333333332,3,3,0,0,0
nqueens,70,base,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,70,base,cvc5,smt,SAT,33.435,33.70066666666667,0.8627434921999297,33.002,34.665,33.70066666666667,3,3,0,0,0
nqueens,70,sbc,gecode,minizinc,SAT,0.00347219,0.00353032,0.00011599835214346793,0.00345488,0.00366389,0.00353032,3,3,0,0,0
nqueens,70,sbc,chuffed,minizinc,SAT,1.276,1.2743333333333333,0.0028867513459481953,1.271,1.276,1.2743333333333333,3,3,0,0,0
nqueens,70,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,70,sbc,cvc5,smt,SAT,36.541,37.6,5.391082173367422,32.817,43.442,37.6,3,3,0,0,0
nqueens,80,base,gecode,minizinc,SAT,0.00233551,0.0023200833333333333,6.436185309120108e-05,0.00224941,0.00237533,0.0023200833333333333,3,3,0,0,0
nqueens,80,base,chuffed,minizinc,SAT,0.347,0.3476666666666666,0.0030550504633038962,0.345,0.351,0.3476666666666666,3,3,0,0,0
nqueens,80,base,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,80,base,cvc5,smt,SAT,66.529,66.036,2.775534723256043,63.047,68.532,66.036,3,3,0,0,0
nqueens,80,sbc,gecode,minizinc,SAT,0.0837046,0.0838919,0.0005833550291203398,0.0834252,0.0845459,0.0838919,3,3,0,0,0
nqueens,80,sbc,chuffed,minizinc,SAT,0.407,0.408,0.001732050807568879,0.407,0.41,0.408,3,3,0,0,0
nqueens,80,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,80,sbc,cvc5,smt,SAT,80.289,79.33133333333333,1.7539710183846615,77.307,80.398,79.33133333333333,3,3,0,0,0
nqueens,90,base,gecode,minizinc,SAT,0.00967582,0.00965488,6.560613690806616e-05,0.00958136,0.00970746,0.00965488,3,3,0,0,0
nqueens,90,base,chuffed,minizinc,SAT,2.033,2.038333333333333,0.012858201014657285,2.029,2.053,2.038333333333333,3,3,0,0,0
nqueens,90,base,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,90,base,cvc5,smt,SAT,114.698,116.318,2.88421566461317,114.608,119.648,116.318,3,3,0,0,0
nqueens,90,sbc,gecode,minizinc,SAT,1.76643,1.9139133333333334,0.25784254969522263,1.76367,2.21164,1.9139133333333334,3,3,0,0,0
nqueens,90,sbc,chuffed,minizinc,SAT,1.398,1.393,0.016093476939431032,1.375,1.406,1.393,3,3,0,0,0
nqueens,90,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,90,sbc,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,100,base,gecode,minizinc,SAT,0.00417951,0.00419876,7.934609316154126e-05,0.00413081,0.00428596,0.00419876,3,3,0,0,0
nqueens,100,base,chuffed,minizinc,SAT,3.726,3.6233333333333335,0.3186555088702114,3.266,3.878,3.6233333333333335,3,3,0,0,0
nqueens,100,base,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,100,base,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,100,sbc,gecode,minizinc,SAT,0.00382727,0.0038580966666666664,6.695276344807077e-05,0.00381211,0.00393491,0.0038580966666666664,3,3,0,0,0
nqueens,100,sbc,chuffed,minizinc,SAT,1.304,1.3013333333333332,0.10602515424809968,1.194,1.406,1.3013333333333332,3,3,0,0,0
nqueens,100,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,100,sbc,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,110,base,gecode,minizinc,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,110,base,chuffed,minizinc,SAT,7.143,7.0793333333333335,0.24771421705936308,6.806,7.289,7.0793333333333335,3,3,0,0,0
nqueens,110,base,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,110,base,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,110,sbc,gecode,minizinc,SAT,5.54631,5.78274,0.5055546992166131,5.43872,6.36319,5.78274,3,3,0,0,0
nqueens,110,sbc,chuffed,minizinc,SAT,6.308,6.642333333333333,0.7755735512079647,6.09,7.529,6.642333333333333,3,3,0,0,0
nqueens,110,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,110,sbc,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,120,base,gecode,minizinc,SAT,97.5424,97.97253333333333,3.7847760796820347,94.4212,101.954,97.97253333333333,3,3,0,0,0
nqueens,120,base,chuffed,minizinc,SAT,1.622,1.526,0.17765415840897172,1.321,1.635,1.526,3,3,0,0,0
nqueens,120,base,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,120,base,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,120,sbc,gecode,minizinc,SAT,0.555511,0.5755486666666667,0.061103405963443116,0.52698,0.644155,0.5755486666666667,3,3,0,0,0
nqueens,120,sbc,chuffed,minizinc,SAT,0.65,0.663,0.026057628441590725,0.646,0.693,0.663,3,3,0,0,0
nqueens,120,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,120,sbc,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,130,base,gecode,minizinc,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,130,base,chuffed,minizinc,SAT,32.876,31.868666666666666,5.140563814732127,26.299,36.431,31.868666666666666,3,3,0,0,0
nqueens,130,base,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,130,base,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,130,sbc,gecode,minizinc,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,130,sbc,chuffed,minizinc,SAT,21.191,20.794,3.3193537021534767,17.294,23.897,20.794,3,3,0,0,0
nqueens,130,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,130,sbc,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,140,base,gecode,minizinc,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,140,base,chuffed,minizinc,SAT,39.881,40.355666666666664,3.7168020304198777,36.899,44.287,40.355666666666664,3,3,0,0,0
nqueens,140,base,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,140,base,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,140,sbc,gecode,minizinc,SAT,0.0109421,0.011102133333333333,0.0002878160234131063,0.0109299,0.0114344,0.011102133333333333,3,3,0,0,0
nqueens,140,sbc,chuffed,minizinc,SAT,13.677,13.658333333333333,0.3973289988577889,13.252,14.046,13.658333333333333,3,3,0,0,0
nqueens,140,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,140,sbc,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,150,base,gecode,minizinc,SAT,4.89885,4.228336666666667,1.1758989106353208,2.87056,4.9156,4.228336666666667,3,3,0,0,0
nqueens,150,base,chuffed,minizinc,SAT,16.826,16.524,0.7519494663872037,15.668,17.078,16.524,3,3,0,0,0
nqueens,150,base,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,150,base,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,150,sbc,gecode,minizinc,SAT,0.0132157,0.014488266666666666,0.00452306809625207,0.0107378,0.0195113,0.014488266666666666,3,3,0,0,0
nqueens,150,sbc,chuffed,minizinc,SAT,9.216,9.174,0.5222681303698321,8.632,9.674,9.174,3,3,0,0,0
nqueens,150,sbc,z3,smt,TIMEOUT,,,,,,240,3,0,0,3,0
nqueens,150,sbc,cvc5,smt,TIMEOUT,,,,,,240,3,0,0,3,0
