problem,size,variant,solver,backend,status,run_id,wall_time,solve_time,compilation_time,conflicts,propagations,decisions,nodes,failures,memory_mb
nqueens,30,sbc,z3,smt,SAT,0,1.735717535018921,1.73,,1772,440092,13810,,,26.44
nqueens,30,sbc,z3,smt,SAT,1,1.7129974365234375,1.71,,1772,440092,13810,,,26.44
nqueens,30,sbc,z3,smt,SAT,2,1.6852023601531982,1.68,,1772,440092,13810,,,26.44
nqueens,30,sbc,cvc5,smt,SAT,0,0.922527551651001,0.916,,,,,,,
nqueens,30,sbc,cvc5,smt,SAT,1,0.8880150318145752,0.879,,,,,,,
nqueens,30,sbc,cvc5,smt,SAT,2,0.8526580333709717,0.845,,,,,,,
nqueens,40,base,gecode,minizinc,SAT,0,0.20696353912353516,0.000799554,0.0758629,,4504,,64,16,
nqueens,40,base,gecode,minizinc,SAT,1,0.22650837898254395,0.000757094,0.0780311,,4504,,64,16,
nqueens,40,base,gecode,minizinc,SAT,2,0.21188044548034668,0.000751112,0.0731102,,4504,,64,16,
nqueens,40,base,chuffed,minizinc,SAT,0,0.34161806106567383,0.134,0.0762282,,249949,,5237,2375,
nqueens,40,base,chuffed,minizinc,SAT,1,0.2919304370880127,0.102,0.0676767,,249949,,5237,2375,
nqueens,40,base,chuffed,minizinc,SAT,2,0.35164761543273926,0.129,0.0858235,,249949,,5237,2375,
nqueens,40,base,z3,smt,SAT,0,33.23900651931763,33.18,,13549,6623088,164513,,,64.08
nqueens,40,base,z3,smt,SAT,1,32.21575403213501,32.18,,14030,6801622,168639,,,64.16
nqueens,40,base,z3,smt,SAT,2,32.81156277656555,32.76,,14144,6861480,170261,,,65.2
nqueens,40,base,cvc5,smt,SAT,0,3.1512439250946045,3.143,,,,,,,
nqueens,40,base,cvc5,smt,SAT,1,3.2208197116851807,3.212,,,,,,,
nqueens,40,base,cvc5,smt,SAT,2,3.0348317623138428,3.025,,,,,,,
nqueens,40,sbc,gecode,minizinc,SAT,0,0.21319150924682617,0.00108496,0.0767264,,6469,,133,51,
nqueens,40,sbc,gecode,minizinc,SAT,1,0.20782995223999023,0.00108847,0.0729313,,6469,,133,51,
nqueens,40,sbc,gecode,minizinc,SAT,2,0.21244478225708008,0.00114129,0.0752935,,6469,,133,51,
nqueens,40,sbc,chuffed,minizinc,SAT,0,0.3638620376586914,0.165,0.0730878,,363249,,6188,2994,
nqueens,40,sbc,chuffed,minizinc,SAT,1,0.3705925941467285,0.16,0.075026,,363249,,6188,2994,
nqueens,40,sbc,chuffed,minizinc,SAT,2,0.36246323585510254,0.162,0.073748,,363249,,6188,2994,
nqueens,40,sbc,z3,smt,SAT,0,13.178288459777832,13.16,,7699,3668283,94004,,,41.8
nqueens,40,sbc,z3,smt,SAT,1,13.542766094207764,13.51,,7017,3319430,86184,,,40.45
nqueens,40,sbc,z3,smt,SAT,2,13.135160684585571,13.11,,7437,3535159,90973,,,40.83
nqueens,40,sbc,cvc5,smt,SAT,0,3.5004048347473145,3.492,,,,,,,
nqueens,40,sbc,cvc5,smt,SAT,1,3.305961847305298,3.297,,,,,,,
nqueens,40,sbc,cvc5,smt,SAT,2,3.2892677783966064,3.279,,,,,,,
nqueens,50,base,gecode,minizinc,SAT,0,0.2064533233642578,0.00308168,0.0716264,,19282,,395,177,
nqueens,50,base,gecode,minizinc,SAT,1,0.2023916244506836,0.00328139,0.0754297,,19282,,395,177,
nqueens,50,base,gecode,minizinc,SAT,2,0.21227288246154785,0.00319679,0.0734048,,19282,,395,177,
nqueens,50,base,chuffed,minizinc,SAT,0,0.33423304557800293,0.115,0.073945,,191106,,3716,1730,
nqueens,50,base,chuffed,minizinc,SAT,1,0.33355212211608887,0.107,0.0851542,,191106,,3716,1730,
nqueens,50,base,chuffed,minizinc,SAT,2,0.31897735595703125,0.104,0.0824736,,191106,,3716,1730,
nqueens,50,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,50,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,50,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,50,base,cvc5,smt,SAT,0,16.214959144592285,16.203,,,,,,,
nqueens,50,base,cvc5,smt,SAT,1,13.579988479614258,13.569,,,,,,,
nqueens,50,base,cvc5,smt,SAT,2,12.161660194396973,12.151,,,,,,,
nqueens,50,sbc,gecode,minizinc,SAT,0,0.19748330116271973,0.00111072,0.0764768,,7071,,90,26,
nqueens,50,sbc,gecode,minizinc,SAT,1,0.19883155822753906,0.00117561,0.0593063,,7071,,90,26,
nqueens,50,sbc,gecode,minizinc,SAT,2,0.21085357666015625,0.00120376,0.0700889,,7071,,90,26,
nqueens,50,sbc,chuffed,minizinc,SAT,0,0.23320627212524414,0.038,0.0591187,,114056,,1663,856,
nqueens,50,sbc,chuffed,minizinc,SAT,1,0.25326967239379883,0.048,0.0756565,,114056,,1663,856,
nqueens,50,sbc,chuffed,minizinc,SAT,2,0.26102471351623535,0.046,0.0715496,,114056,,1663,856,
nqueens,50,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,50,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,50,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,50,sbc,cvc5,smt,SAT,0,10.348203659057617,10.336,,,,,,,
nqueens,50,sbc,cvc5,smt,SAT,1,9.195579051971436,9.184,,,,,,,
nqueens,50,sbc,cvc5,smt,SAT,2,10.009127616882324,9.998,,,,,,,
nqueens,60,base,gecode,minizinc,SAT,0,0.19761037826538086,0.00378289,0.070723,,21651,,471,209,
nqueens,60,base,gecode,minizinc,SAT,1,0.19507408142089844,0.00579078,0.0690277,,21651,,471,209,
nqueens,60,base,gecode,minizinc,SAT,2,0.20301508903503418,0.00366858,0.0685988,,21651,,471,209,
nqueens,60,base,chuffed,minizinc,SAT,0,0.3349888324737549,0.142,0.0670418,,339655,,4530,2320,
nqueens,60,base,chuffed,minizinc,SAT,1,0.33887314796447754,0.141,0.0663419,,339655,,4530,2320,
nqueens,60,base,chuffed,minizinc,SAT,2,0.3475029468536377,0.142,0.066387,,339655,,4530,2320,
nqueens,60,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,60,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,60,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,60,base,cvc5,smt,SAT,0,22.62970209121704,22.614,,,,,,,
nqueens,60,base,cvc5,smt,SAT,1,22.554880619049072,22.541,,,,,,,
nqueens,60,base,cvc5,smt,SAT,2,23.651949405670166,23.636,,,,,,,
nqueens,60,sbc,gecode,minizinc,SAT,0,0.2560851573944092,0.00289849,0.0909496,,13682,,242,95,
nqueens,60,sbc,gecode,minizinc,SAT,1,0.25627756118774414,0.0026864,0.0883666,,13682,,242,95,
nqueens,60,sbc,gecode,minizinc,SAT,2,0.25168919563293457,0.00268152,0.090548,,13682,,242,95,
nqueens,60,sbc,chuffed,minizinc,SAT,0,0.36700963973999023,0.105,0.0850435,,157370,,3633,873,
nqueens,60,sbc,chuffed,minizinc,SAT,1,0.35923218727111816,0.101,0.0851487,,157370,,3633,873,
nqueens,60,sbc,chuffed,minizinc,SAT,2,0.3523390293121338,0.101,0.0847764,,157370,,3633,873,
nqueens,60,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,60,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,60,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,60,sbc,cvc5,smt,SAT,0,20.03324270248413,20.016,,,,,,,
nqueens,60,sbc,cvc5,smt,SAT,1,19.014369249343872,19.0,,,,,,,
nqueens,60,sbc,cvc5,smt,SAT,2,17.388612031936646,17.373,,,,,,,
nqueens,70,base,gecode,minizinc,SAT,0,0.2544286251068115,0.00203387,0.097229,,7894,,61,0,
nqueens,70,base,gecode,minizinc,SAT,1,0.27077341079711914,0.00199927,0.0974205,,7894,,61,0,
nqueens,70,base,gecode,minizinc,SAT,2,0.26761484146118164,0.00207589,0.0963898,,7894,,61,0,
nqueens,70,base,chuffed,minizinc,SAT,0,0.454831600189209,0.178,0.0954565,,231173,,5468,1218,
nqueens,70,base,chuffed,minizinc,SAT,1,0.4510610103607178,0.176,0.0937829,,231173,,5468,1218,
nqueens,70,base,chuffed,minizinc,SAT,2,0.4598267078399658,0.178,0.0934685,,231173,,5468,1218,
nqueens,70,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,70,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,70,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,70,base,cvc5,smt,SAT,0,33.45351433753967,33.435,,,,,,,
nqueens,70,base,cvc5,smt,SAT,1,34.68100953102112,34.665,,,,,,,
nqueens,70,base,cvc5,smt,SAT,2,33.01842474937439,33.002,,,,,,,
nqueens,70,sbc,gecode,minizinc,SAT,0,0.18852853775024414,0.00345488,0.0713124,,20440,,364,151,
nqueens,70,sbc,gecode,minizinc,SAT,1,0.19794654846191406,0.00366389,0.0676997,,20440,,364,151,
nqueens,70,sbc,gecode,minizinc,SAT,2,0.19566869735717773,0.00347219,0.0685137,,20440,,364,151,
nqueens,70,sbc,chuffed,minizinc,SAT,0,1.4764389991760254,1.276,0.0531355,,2877028,,24128,17601,
nqueens,70,sbc,chuffed,minizinc,SAT,1,1.4891552925109863,1.271,0.0658542,,2877028,,24128,17601,
nqueens,70,sbc,chuffed,minizinc,SAT,2,1.483147144317627,1.276,0.0674048,,2877028,,24128,17601,
nqueens,70,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,70,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,70,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,70,sbc,cvc5,smt,SAT,0,43.46213483810425,43.442,,,,,,,
nqueens,70,sbc,cvc5,smt,SAT,1,36.5592839717865,36.541,,,,,,,
nqueens,70,sbc,cvc5,smt,SAT,2,32.834158420562744,32.817,,,,,,,
nqueens,80,base,gecode,minizinc,SAT,0,0.2174363136291504,0.00224941,0.0909703,,11832,,89,10,
nqueens,80,base,gecode,minizinc,SAT,1,0.20449090003967285,0.00233551,0.0738862,,11832,,89,10,
nqueens,80,base,gecode,minizinc,SAT,2,0.2090306282043457,0.00237533,0.0759023,,11832,,89,10,
nqueens,80,base,chuffed,minizinc,SAT,0,0.5781915187835693,0.351,0.0718155,,713970,,6047,3823,
nqueens,80,base,chuffed,minizinc,SAT,1,0.5705320835113525,0.345,0.0722798,,713970,,6047,3823,
nqueens,80,base,chuffed,minizinc,SAT,2,0.5739521980285645,0.347,0.0714855,,713970,,6047,3823,
nqueens,80,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,80,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,80,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,80,base,cvc5,smt,SAT,0,66.55204725265503,66.529,,,,,,,
nqueens,80,base,cvc5,smt,SAT,1,63.06739020347595,63.047,,,,,,,
nqueens,80,base,cvc5,smt,SAT,2,68.55471420288086,68.532,,,,,,,
nqueens,80,sbc,gecode,minizinc,SAT,0,0.2891213893890381,0.0834252,0.0744525,,520308,,11711,5819,
nqueens,80,sbc,gecode,minizinc,SAT,1,0.2789742946624756,0.0837046,0.071826,,520308,,11711,5819,
nqueens,80,sbc,gecode,minizinc,SAT,2,0.28333139419555664,0.0845459,0.0719367,,520308,,11711,5819,
nqueens,80,sbc,chuffed,minizinc,SAT,0,0.633277177810669,0.41,0.0717107,,939265,,9506,4482,
nqueens,80,sbc,chuffed,minizinc,SAT,1,0.6251769065856934,0.407,0.0700922,,939265,,9506,4482,
nqueens,80,sbc,chuffed,minizinc,SAT,2,0.6284916400909424,0.407,0.0696236,,939265,,9506,4482,
nqueens,80,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,80,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,80,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,80,sbc,cvc5,smt,SAT,0,77.33229160308838,77.307,,,,,,,
nqueens,80,sbc,cvc5,smt,SAT,1,80.4233136177063,80.398,,,,,,,
nqueens,80,sbc,cvc5,smt,SAT,2,80.31515455245972,80.289,,,,,,,
nqueens,90,base,gecode,minizinc,SAT,0,0.26771068572998047,0.00970746,0.089243,,41811,,664,294,
nqueens,90,base,gecode,minizinc,SAT,1,0.2627522945404053,0.00967582,0.088654,,41811,,664,294,
nqueens,90,base,gecode,minizinc,SAT,2,0.2555506229400635,0.00958136,0.0889969,,41811,,664,294,
nqueens,90,base,chuffed,minizinc,SAT,0,2.3295793533325195,2.029,0.0874584,,2956884,,23734,15567,
nqueens,90,base,chuffed,minizinc,SAT,1,2.3407909870147705,2.053,0.0898481,,2956884,,23734,15567,
nqueens,90,base,chuffed,minizinc,SAT,2,2.3135135173797607,2.033,0.0857398,,2956884,,23734,15567,
nqueens,90,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,90,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,90,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,90,base,cvc5,smt,SAT,0,119.67437148094177,119.648,,,,,,,
nqueens,90,base,cvc5,smt,SAT,1,114.72483491897583,114.698,,,,,,,
nqueens,90,base,cvc5,smt,SAT,2,114.63398361206055,114.608,,,,,,,
nqueens,90,sbc,gecode,minizinc,SAT,0,1.977006435394287,1.76643,0.0711901,,10939996,,178448,89186,
nqueens,90,sbc,gecode,minizinc,SAT,1,1.9821231365203857,1.76367,0.0716402,,10939996,,178448,89186,
nqueens,90,sbc,gecode,minizinc,SAT,2,2.4553370475769043,2.21164,0.0892301,,10939996,,178448,89186,
nqueens,90,sbc,chuffed,minizinc,SAT,0,1.680717945098877,1.398,0.0858183,,1294090,,11239,8116,
nqueens,90,sbc,chuffed,minizinc,SAT,1,1.6604218482971191,1.375,0.0862665,,1294090,,11239,8116,
nqueens,90,sbc,chuffed,minizinc,SAT,2,1.6877450942993164,1.406,0.0878421,,1294090,,11239,8116,
nqueens,90,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,90,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,90,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,90,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,90,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,90,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,100,base,gecode,minizinc,SAT,0,0.25130486488342285,0.00413081,0.0897697,,16232,,110,9,
nqueens,100,base,gecode,minizinc,SAT,1,0.25603365898132324,0.00428596,0.0892732,,16232,,110,9,
nqueens,100,base,gecode,minizinc,SAT,2,0.24962568283081055,0.00417951,0.0889919,,16232,,110,9,
nqueens,100,base,chuffed,minizinc,SAT,0,4.168669939041138,3.878,0.0854994,,4829317,,50116,25862,
nqueens,100,base,chuffed,minizinc,SAT,1,3.5287914276123047,3.266,0.0688884,,4829317,,50116,25862,
nqueens,100,base,chuffed,minizinc,SAT,2,4.025701522827148,3.726,0.086919,,4829317,,50116,25862,
nqueens,100,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,100,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,100,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,100,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,100,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,100,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,100,sbc,gecode,minizinc,SAT,0,0.23172426223754883,0.00382727,0.0891606,,16949,,89,0,
nqueens,100,sbc,gecode,minizinc,SAT,1,0.25843358039855957,0.00381211,0.089699,,16949,,89,0,
nqueens,100,sbc,gecode,minizinc,SAT,2,0.2510192394256592,0.00393491,0.089033,,16949,,89,0,
nqueens,100,sbc,chuffed,minizinc,SAT,0,1.450052261352539,1.194,0.0693605,,2158102,,18613,10297,
nqueens,100,sbc,chuffed,minizinc,SAT,1,1.6759252548217773,1.406,0.0856614,,2158102,,18613,10297,
nqueens,100,sbc,chuffed,minizinc,SAT,2,1.5929136276245117,1.304,0.0854311,,2158102,,18613,10297,
nqueens,100,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,100,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,100,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,100,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,100,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,100,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,110,base,gecode,minizinc,TIMEOUT,0,,,,,,,,,
nqueens,110,base,gecode,minizinc,TIMEOUT,1,,,,,,,,,
nqueens,110,base,gecode,minizinc,TIMEOUT,2,,,,,,,,,
nqueens,110,base,chuffed,minizinc,SAT,0,7.1436448097229,6.806,0.0936677,,6391978,,56730,39745,
nqueens,110,base,chuffed,minizinc,SAT,1,7.616689920425415,7.289,0.0994071,,6391978,,56730,39745,
nqueens,110,base,chuffed,minizinc,SAT,2,7.48907995223999,7.143,0.0942535,,6391978,,56730,39745,
nqueens,110,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,110,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,110,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,110,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,110,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,110,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,110,sbc,gecode,minizinc,SAT,0,5.695762634277344,5.43872,0.0922535,,26397198,,491075,245490,
nqueens,110,sbc,gecode,minizinc,SAT,1,5.801478862762451,5.54631,0.0906025,,26397198,,491075,245490,
nqueens,110,sbc,gecode,minizinc,SAT,2,6.599254846572876,6.36319,0.0894755,,26397198,,491075,245490,
nqueens,110,sbc,chuffed,minizinc,SAT,0,6.376620531082153,6.09,0.0709596,,9456267,,79330,45250,
nqueens,110,sbc,chuffed,minizinc,SAT,1,7.83247447013855,7.529,0.0870317,,9456267,,79330,45250,
nqueens,110,sbc,chuffed,minizinc,SAT,2,6.586174488067627,6.308,0.0709215,,9456267,,79330,45250,
nqueens,110,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,110,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,110,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,110,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,110,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,110,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,120,base,gecode,minizinc,SAT,0,94.68487215042114,94.4212,0.108007,,424520658,,6853037,3426470,
nqueens,120,base,gecode,minizinc,SAT,1,36780.92414522171,101.954,0.0739331,,424520658,,6853037,3426470,
nqueens,120,base,gecode,minizinc,SAT,2,2020.8165321350098,97.5424,0.0965983,,424520658,,6853037,3426470,
nqueens,120,base,chuffed,minizinc,SAT,0,1.938967227935791,1.635,0.0838189,,1906509,,34879,5533,
nqueens,120,base,chuffed,minizinc,SAT,1,1.918591022491455,1.622,0.0856963,,1906509,,34879,5533,
nqueens,120,base,chuffed,minizinc,SAT,2,1.6253361701965332,1.321,0.0842781,,1906509,,34879,5533,
nqueens,120,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,120,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,120,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,120,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,120,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,120,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,120,sbc,gecode,minizinc,SAT,0,0.7868828773498535,0.52698,0.0944553,,2097303,,37416,18657,
nqueens,120,sbc,gecode,minizinc,SAT,1,0.8092169761657715,0.555511,0.0935248,,2097303,,37416,18657,
nqueens,120,sbc,gecode,minizinc,SAT,2,0.9311885833740234,0.644155,0.10609,,2097303,,37416,18657,
nqueens,120,sbc,chuffed,minizinc,SAT,0,1.0632693767547607,0.693,0.105091,,750795,,10537,3354,
nqueens,120,sbc,chuffed,minizinc,SAT,1,0.9755313396453857,0.646,0.0980237,,750795,,10537,3354,
nqueens,120,sbc,chuffed,minizinc,SAT,2,1.0013759136199951,0.65,0.0983905,,750795,,10537,3354,
nqueens,120,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,120,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,120,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,120,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,120,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,120,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,130,base,gecode,minizinc,TIMEOUT,0,,,,,,,,,
nqueens,130,base,gecode,minizinc,TIMEOUT,1,,,,,,,,,
nqueens,130,base,gecode,minizinc,TIMEOUT,2,,,,,,,,,
nqueens,130,base,chuffed,minizinc,SAT,0,36.981929302215576,36.431,0.131274,,22022399,,133470,95670,
nqueens,130,base,chuffed,minizinc,SAT,1,33.4239981174469,32.876,0.147723,,22022399,,133470,95670,
nqueens,130,base,chuffed,minizinc,SAT,2,26.730637788772583,26.299,0.102149,,22022399,,133470,95670,
nqueens,130,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,130,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,130,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,130,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,130,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,130,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,130,sbc,gecode,minizinc,TIMEOUT,0,,,,,,,,,
nqueens,130,sbc,gecode,minizinc,TIMEOUT,1,,,,,,,,,
nqueens,130,sbc,gecode,minizinc,TIMEOUT,2,,,,,,,,,
nqueens,130,sbc,chuffed,minizinc,SAT,0,17.751643896102905,17.294,0.123395,,12609611,,200664,58815,
nqueens,130,sbc,chuffed,minizinc,SAT,1,24.357378005981445,23.897,0.103313,,12609611,,200664,58815,
nqueens,130,sbc,chuffed,minizinc,SAT,2,21.615711450576782,21.191,0.110763,,12609611,,200664,58815,
nqueens,130,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,130,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,130,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,130,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,130,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,130,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,140,base,gecode,minizinc,TIMEOUT,0,,,,,,,,,
nqueens,140,base,gecode,minizinc,TIMEOUT,1,,,,,,,,,
nqueens,140,base,gecode,minizinc,TIMEOUT,2,,,,,,,,,
nqueens,140,base,chuffed,minizinc,SAT,0,44.88912892341614,44.287,0.129905,,16234189,,153320,89136,
nqueens,140,base,chuffed,minizinc,SAT,1,40.407944202423096,39.881,0.125751,,16234189,,153320,89136,
nqueens,140,base,chuffed,minizinc,SAT,2,37.40925621986389,36.899,0.130779,,16234189,,153320,89136,
nqueens,140,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,140,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,140,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,140,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,140,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,140,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,140,sbc,gecode,minizinc,SAT,0,0.3217153549194336,0.0114344,0.110497,,31569,,141,5,
nqueens,140,sbc,gecode,minizinc,SAT,1,0.3298068046569824,0.0109421,0.107548,,31569,,141,5,
nqueens,140,sbc,gecode,minizinc,SAT,2,0.3088817596435547,0.0109299,0.105684,,31569,,141,5,
nqueens,140,sbc,chuffed,minizinc,SAT,0,13.740613222122192,13.252,0.134681,,7770809,,208286,13164,
nqueens,140,sbc,chuffed,minizinc,SAT,1,14.52553415298462,14.046,0.132729,,7770809,,208286,13164,
nqueens,140,sbc,chuffed,minizinc,SAT,2,14.126322746276855,13.677,0.109677,,7770809,,208286,13164,
nqueens,140,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,140,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,140,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,140,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,140,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,140,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,150,base,gecode,minizinc,SAT,0,5.265335321426392,4.89885,0.113865,,17830225,,323817,161840,
nqueens,150,base,gecode,minizinc,SAT,1,3.1946663856506348,2.87056,0.13498,,17830225,,323817,161840,
nqueens,150,base,gecode,minizinc,SAT,2,5.219809055328369,4.9156,0.110013,,17830225,,323817,161840,
nqueens,150,base,chuffed,minizinc,SAT,0,16.17006826400757,15.668,0.126311,,11805939,,130212,41802,
nqueens,150,base,chuffed,minizinc,SAT,1,17.30052137374878,16.826,0.127446,,11805939,,130212,41802,
nqueens,150,base,chuffed,minizinc,SAT,2,17.55506682395935,17.078,0.112197,,11805939,,130212,41802,
nqueens,150,base,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,150,base,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,150,base,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,150,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,150,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,150,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,150,sbc,gecode,minizinc,SAT,0,0.36548686027526855,0.0195113,0.131584,,36295,,146,0,
nqueens,150,sbc,gecode,minizinc,SAT,1,0.3417642116546631,0.0132157,0.113077,,36295,,146,0,
nqueens,150,sbc,gecode,minizinc,SAT,2,0.3242645263671875,0.0107378,0.118925,,36295,,146,0,
nqueens,150,sbc,chuffed,minizinc,SAT,0,9.049804210662842,8.632,0.102097,,5631379,,153703,8456,
nqueens,150,sbc,chuffed,minizinc,SAT,1,9.682881355285645,9.216,0.101664,,5631379,,153703,8456,
nqueens,150,sbc,chuffed,minizinc,SAT,2,10.143474102020264,9.674,0.107833,,5631379,,153703,8456,
nqueens,150,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
nqueens,150,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
nqueens,150,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
nqueens,150,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
nqueens,150,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
nqueens,150,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
