problem,size,variant,solver,backend,status,run_id,wall_time,solve_time,compilation_time,conflicts,propagations,decisions,nodes,failures,memory_mb
graphcoloring_kcolorable,100,sbc,gecode,minizinc,SAT,1,0.2633371353149414,0.000751839,0.0973209,,3496,,14,0,
graphcoloring_kcolorable,100,sbc,gecode,minizinc,SAT,2,0.21764230728149414,0.000642633,0.068002,,3496,,14,0,
graphcoloring_kcolorable,100,sbc,chuffed,minizinc,SAT,0,0.8669602870941162,0.678,0.0640061,,11779417,,6416,6155,
graphcoloring_kcolorable,100,sbc,chuffed,minizinc,SAT,1,0.8660848140716553,0.662,0.0706116,,11779417,,6416,6155,
graphcoloring_kcolorable,100,sbc,chuffed,minizinc,SAT,2,0.9396712779998779,0.733,0.0765351,,11779417,,6416,6155,
graphcoloring_kcolorable,100,sbc,z3,smt,SAT,0,77.30131006240845,77.27,,41522,5276678,391845,,,70.1
graphcoloring_kcolorable,100,sbc,z3,smt,SAT,1,83.91627430915833,83.81,,42430,5387831,399719,,,70.1
graphcoloring_kcolorable,100,sbc,z3,smt,SAT,2,89.43531441688538,89.33,,38618,5067904,372772,,,70.1
graphcoloring_kcolorable,100,sbc,cvc5,smt,SAT,0,51.74870324134827,51.733,,,,,,,
graphcoloring_kcolorable,100,sbc,cvc5,smt,SAT,1,52.81211733818054,52.794,,,,,,,
graphcoloring_kcolorable,100,sbc,cvc5,smt,SAT,2,51.180060386657715,51.164,,,,,,,
latin_square,10,base,gecode,minizinc,SAT,0,0.19536662101745605,0.00041979,0.0654251,,648,,64,0,
latin_square,10,base,gecode,minizinc,SAT,1,0.17673110961914062,0.000384934,0.0588419,,648,,64,0,
latin_square,10,base,gecode,minizinc,SAT,2,0.1736743450164795,0.000424158,0.0585285,,648,,64,0,
latin_square,10,base,chuffed,minizinc,SAT,0,0.16232919692993164,0.0,0.0549352,,603,,59,0,
latin_square,10,base,chuffed,minizinc,SAT,1,0.17405009269714355,0.001,0.0575858,,603,,59,0,
latin_square,10,base,chuffed,minizinc,SAT,2,0.19671106338500977,0.001,0.0759286,,603,,59,0,
latin_square,10,base,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,10,base,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,10,base,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,10,base,cvc5,smt,SAT,0,2.8711421489715576,2.865,,,,,,,
latin_square,10,base,cvc5,smt,SAT,1,2.94765567779541,2.941,,,,,,,
latin_square,10,base,cvc5,smt,SAT,2,2.8678276538848877,2.86,,,,,,,
latin_square,10,sbc,gecode,minizinc,SAT,0,0.23452019691467285,0.000589889,0.10745,,1114,,143,45,
latin_square,10,sbc,gecode,minizinc,SAT,1,0.21399664878845215,0.000560413,0.104103,,1114,,143,45,
latin_square,10,sbc,gecode,minizinc,SAT,2,0.241959810256958,0.000533412,0.122018,,1114,,143,45,
latin_square,10,sbc,chuffed,minizinc,SAT,0,0.22334003448486328,0.001,0.108094,,651,,48,1,
latin_square,10,sbc,chuffed,minizinc,SAT,1,0.24594330787658691,0.001,0.124249,,651,,48,1,
latin_square,10,sbc,chuffed,minizinc,SAT,2,0.23776602745056152,0.001,0.122282,,651,,48,1,
latin_square,10,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,10,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,10,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,10,sbc,cvc5,smt,SAT,0,2.284843921661377,2.278,,,,,,,
latin_square,10,sbc,cvc5,smt,SAT,1,2.23382568359375,2.227,,,,,,,
latin_square,10,sbc,cvc5,smt,SAT,2,2.4394726753234863,2.433,,,,,,,
latin_square,15,base,gecode,minizinc,SAT,0,0.18796586990356445,0.00118331,0.0647184,,1802,,158,1,
latin_square,15,base,gecode,minizinc,SAT,1,0.20519781112670898,0.00173449,0.0812295,,1802,,158,1,
latin_square,15,base,gecode,minizinc,SAT,2,0.19845032691955566,0.00125851,0.0660801,,1802,,158,1,
latin_square,15,base,chuffed,minizinc,SAT,0,0.18297839164733887,0.001,0.0617769,,1641,,154,0,
latin_square,15,base,chuffed,minizinc,SAT,1,0.1801164150238037,0.001,0.0621951,,1641,,154,0,
latin_square,15,base,chuffed,minizinc,SAT,2,0.1805117130279541,0.002,0.0661465,,1641,,154,0,
latin_square,15,base,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,15,base,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,15,base,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,15,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,15,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,15,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,15,sbc,gecode,minizinc,SAT,0,0.2782270908355713,0.00198197,0.132411,,3469,,375,113,
latin_square,15,sbc,gecode,minizinc,SAT,1,0.21753954887390137,0.00281445,0.104658,,3469,,375,113,
latin_square,15,sbc,gecode,minizinc,SAT,2,0.21743249893188477,0.00281318,0.0999496,,3469,,375,113,
latin_square,15,sbc,chuffed,minizinc,SAT,0,0.22004413604736328,0.001,0.107518,,1725,,126,1,
latin_square,15,sbc,chuffed,minizinc,SAT,1,0.2411963939666748,0.001,0.110916,,1725,,126,1,
latin_square,15,sbc,chuffed,minizinc,SAT,2,0.24750423431396484,0.001,0.118626,,1725,,126,1,
latin_square,15,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,15,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,15,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,15,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,15,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,15,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,20,base,gecode,minizinc,SAT,0,0.17766237258911133,0.00354532,0.056948,,3909,,313,3,
latin_square,20,base,gecode,minizinc,SAT,1,0.19278979301452637,0.00329221,0.0588745,,3909,,313,3,
latin_square,20,base,gecode,minizinc,SAT,2,0.16771245002746582,0.00397449,0.059942,,3909,,313,3,
latin_square,20,base,chuffed,minizinc,SAT,0,0.19044804573059082,0.004,0.0614441,,3228,,275,0,
latin_square,20,base,chuffed,minizinc,SAT,1,0.1997084617614746,0.003,0.0605233,,3228,,275,0,
latin_square,20,base,chuffed,minizinc,SAT,2,0.18536019325256348,0.003,0.0608991,,3228,,275,0,
latin_square,20,base,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,20,base,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,20,base,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,20,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,20,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,20,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,20,sbc,gecode,minizinc,SAT,0,0.2576460838317871,0.00603579,0.124914,,7552,,711,214,
latin_square,20,sbc,gecode,minizinc,SAT,1,0.2507286071777344,0.00671729,0.11699,,7552,,711,214,
latin_square,20,sbc,gecode,minizinc,SAT,2,0.2506740093231201,0.00566018,0.114589,,7552,,711,214,
latin_square,20,sbc,chuffed,minizinc,SAT,0,0.25606322288513184,0.003,0.127792,,3530,,241,1,
latin_square,20,sbc,chuffed,minizinc,SAT,1,0.24016046524047852,0.004,0.113538,,3530,,241,1,
latin_square,20,sbc,chuffed,minizinc,SAT,2,0.2459113597869873,0.003,0.113322,,3530,,241,1,
latin_square,20,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,20,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,20,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,20,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,20,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,20,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,25,base,gecode,minizinc,SAT,0,0.20155835151672363,0.00890907,0.0554506,,6838,,498,3,
latin_square,25,base,gecode,minizinc,SAT,1,0.1941511631011963,0.00791398,0.0570958,,6838,,498,3,
latin_square,25,base,gecode,minizinc,SAT,2,0.1743636131286621,0.00801735,0.0572406,,6838,,498,3,
latin_square,25,base,chuffed,minizinc,SAT,0,0.202772855758667,0.005,0.0663247,,5647,,454,1,
latin_square,25,base,chuffed,minizinc,SAT,1,0.20082831382751465,0.005,0.0642806,,5647,,454,1,
latin_square,25,base,chuffed,minizinc,SAT,2,0.187424898147583,0.005,0.0649408,,5647,,454,1,
latin_square,25,base,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,25,base,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,25,base,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,25,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,25,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,25,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,25,sbc,gecode,minizinc,SAT,0,0.403592586517334,0.0155077,0.143498,,14898,,1248,388,
latin_square,25,sbc,gecode,minizinc,SAT,1,0.25056004524230957,0.0130626,0.112204,,14898,,1248,388,
latin_square,25,sbc,gecode,minizinc,SAT,2,0.24107003211975098,0.0136313,0.111062,,14898,,1248,388,
latin_square,25,sbc,chuffed,minizinc,SAT,0,0.2587747573852539,0.005,0.117836,,6161,,406,1,
latin_square,25,sbc,chuffed,minizinc,SAT,1,0.2526993751525879,0.005,0.116132,,6161,,406,1,
latin_square,25,sbc,chuffed,minizinc,SAT,2,0.2513854503631592,0.005,0.110595,,6161,,406,1,
latin_square,25,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,25,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,25,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,25,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,25,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,25,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,30,base,gecode,minizinc,SAT,0,0.19927263259887695,0.0167448,0.061807,,11184,,763,14,
latin_square,30,base,gecode,minizinc,SAT,1,0.20058369636535645,0.0154739,0.0620486,,11184,,763,14,
latin_square,30,base,gecode,minizinc,SAT,2,0.2207963466644287,0.0171802,0.0662933,,11184,,763,14,
latin_square,30,base,chuffed,minizinc,SAT,0,0.20349717140197754,0.009,0.0561138,,8850,,685,0,
latin_square,30,base,chuffed,minizinc,SAT,1,0.19878244400024414,0.009,0.0553144,,8850,,685,0,
latin_square,30,base,chuffed,minizinc,SAT,2,0.20699858665466309,0.009,0.0613988,,8850,,685,0,
latin_square,30,base,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,30,base,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,30,base,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,30,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,30,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,30,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,30,sbc,gecode,minizinc,SAT,0,0.5216729640960693,0.280034,0.117314,,271385,,28691,13992,
latin_square,30,sbc,gecode,minizinc,SAT,1,0.5356297492980957,0.285867,0.124459,,271385,,28691,13992,
latin_square,30,sbc,gecode,minizinc,SAT,2,0.5211412906646729,0.264802,0.120167,,271385,,28691,13992,
latin_square,30,sbc,chuffed,minizinc,SAT,0,0.27974605560302734,0.01,0.12383,,9693,,600,3,
latin_square,30,sbc,chuffed,minizinc,SAT,1,0.2779853343963623,0.012,0.119435,,9693,,600,3,
latin_square,30,sbc,chuffed,minizinc,SAT,2,0.28289079666137695,0.01,0.116157,,9693,,600,3,
latin_square,30,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,30,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,30,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,30,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,30,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,30,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,35,base,gecode,minizinc,SAT,0,3.11106538772583,2.92003,0.0682652,,1866730,,242439,120706,
latin_square,35,base,gecode,minizinc,SAT,1,2.9383225440979004,2.74903,0.0682511,,1866730,,242439,120706,
latin_square,35,base,gecode,minizinc,SAT,2,3.074336528778076,2.87131,0.0663492,,1866730,,242439,120706,
latin_square,35,base,chuffed,minizinc,SAT,0,0.26429080963134766,0.02,0.0743852,,12843,,922,7,
latin_square,35,base,chuffed,minizinc,SAT,1,0.26668787002563477,0.019,0.0721407,,12843,,922,7,
latin_square,35,base,chuffed,minizinc,SAT,2,0.23912644386291504,0.017,0.0683992,,12843,,922,7,
latin_square,35,base,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,35,base,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,35,base,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,35,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,35,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,35,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,35,sbc,gecode,minizinc,SAT,0,0.33095860481262207,0.0514978,0.156523,,37227,,2735,871,
latin_square,35,sbc,gecode,minizinc,SAT,1,0.3209645748138428,0.0508298,0.134075,,37227,,2735,871,
latin_square,35,sbc,gecode,minizinc,SAT,2,0.2937602996826172,0.0508658,0.116331,,37227,,2735,871,
latin_square,35,sbc,chuffed,minizinc,SAT,0,0.30999064445495605,0.018,0.127213,,14289,,842,7,
latin_square,35,sbc,chuffed,minizinc,SAT,1,0.293046236038208,0.017,0.1154,,14289,,842,7,
latin_square,35,sbc,chuffed,minizinc,SAT,2,0.2981545925140381,0.017,0.116209,,14289,,842,7,
latin_square,35,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,35,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,35,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,35,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,35,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,35,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,40,base,gecode,minizinc,SAT,0,26.35245180130005,26.1657,0.0613127,,16273022,,2093614,1046132,
latin_square,40,base,gecode,minizinc,SAT,1,27.328700065612793,27.1368,0.0656237,,16273022,,2093614,1046132,
latin_square,40,base,gecode,minizinc,SAT,2,25.986143350601196,25.7921,0.0672459,,16273022,,2093614,1046132,
latin_square,40,base,chuffed,minizinc,SAT,0,0.2690417766571045,0.022,0.0630931,,17530,,1223,0,
latin_square,40,base,chuffed,minizinc,SAT,1,0.25782060623168945,0.022,0.0606408,,17530,,1223,0,
latin_square,40,base,chuffed,minizinc,SAT,2,0.2639327049255371,0.023,0.0640252,,17530,,1223,0,
latin_square,40,base,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,40,base,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,40,base,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,40,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,40,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,40,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,40,sbc,gecode,minizinc,SAT,0,83.43018555641174,83.1935,0.10682,,57913067,,6672246,3335466,
latin_square,40,sbc,gecode,minizinc,SAT,1,83.7645857334137,83.5321,0.108435,,57913067,,6672246,3335466,
latin_square,40,sbc,gecode,minizinc,SAT,2,87.07264161109924,86.835,0.110335,,57913067,,6672246,3335466,
latin_square,40,sbc,chuffed,minizinc,SAT,0,0.3412971496582031,0.03,0.123465,,20373,,1130,7,
latin_square,40,sbc,chuffed,minizinc,SAT,1,0.3295915126800537,0.029,0.119446,,20373,,1130,7,
latin_square,40,sbc,chuffed,minizinc,SAT,2,0.33204102516174316,0.032,0.116729,,20373,,1130,7,
latin_square,40,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,40,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,40,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,40,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,40,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,40,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,45,base,gecode,minizinc,SAT,0,0.2719764709472656,0.0826939,0.064978,,33475,,1997,124,
latin_square,45,base,gecode,minizinc,SAT,1,0.27950406074523926,0.081101,0.0657834,,33475,,1997,124,
latin_square,45,base,gecode,minizinc,SAT,2,0.2866678237915039,0.0837507,0.0672596,,33475,,1997,124,
latin_square,45,base,chuffed,minizinc,SAT,0,0.30954718589782715,0.037,0.0655098,,23024,,1566,5,
latin_square,45,base,chuffed,minizinc,SAT,1,0.3155801296234131,0.038,0.0657925,,23024,,1566,5,
latin_square,45,base,chuffed,minizinc,SAT,2,0.3091866970062256,0.035,0.0636608,,23024,,1566,5,
latin_square,45,base,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,45,base,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,45,base,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,45,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,45,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,45,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,45,sbc,gecode,minizinc,SAT,0,3.6843338012695312,3.17379,0.160775,,1217680,,176797,87540,
latin_square,45,sbc,gecode,minizinc,SAT,1,3.3762283325195312,3.1068,0.127545,,1217680,,176797,87540,
latin_square,45,sbc,gecode,minizinc,SAT,2,3.466963291168213,3.19871,0.125652,,1217680,,176797,87540,
latin_square,45,sbc,chuffed,minizinc,SAT,0,0.4173591136932373,0.046,0.145916,,27866,,1484,12,
latin_square,45,sbc,chuffed,minizinc,SAT,1,0.38391828536987305,0.049,0.121275,,27866,,1484,12,
latin_square,45,sbc,chuffed,minizinc,SAT,2,0.3814857006072998,0.048,0.124303,,27866,,1484,12,
latin_square,45,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,45,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,45,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,45,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,45,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,45,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,50,base,gecode,minizinc,TIMEOUT,0,,,,,,,,,
latin_square,50,base,gecode,minizinc,TIMEOUT,1,,,,,,,,,
latin_square,50,base,gecode,minizinc,TIMEOUT,2,,,,,,,,,
latin_square,50,base,chuffed,minizinc,SAT,0,0.6115710735321045,0.205,0.100212,,50498,,3718,1490,
latin_square,50,base,chuffed,minizinc,SAT,1,0.5962002277374268,0.201,0.0976488,,50498,,3718,1490,
latin_square,50,base,chuffed,minizinc,SAT,2,0.5679829120635986,0.165,0.0993691,,50498,,3718,1490,
latin_square,50,base,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,50,base,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,50,base,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,50,base,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,50,base,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,50,base,cvc5,smt,TIMEOUT,2,,,,,,,,,
latin_square,50,sbc,gecode,minizinc,SAT,0,16.659515619277954,16.2411,0.169656,,5748353,,636955,317424,
latin_square,50,sbc,gecode,minizinc,SAT,1,14.906903743743896,14.5537,0.174485,,5748353,,636955,317424,
latin_square,50,sbc,gecode,minizinc,SAT,2,16.935472011566162,16.5817,0.166522,,5748353,,636955,317424,
latin_square,50,sbc,chuffed,minizinc,SAT,0,0.5695772171020508,0.092,0.175949,,36349,,1863,16,
latin_square,50,sbc,chuffed,minizinc,SAT,1,0.6123840808868408,0.108,0.173433,,36349,,1863,16,
latin_square,50,sbc,chuffed,minizinc,SAT,2,0.550548791885376,0.077,0.180786,,36349,,1863,16,
latin_square,50,sbc,z3,smt,TIMEOUT,0,,,,,,,,,
latin_square,50,sbc,z3,smt,TIMEOUT,1,,,,,,,,,
latin_square,50,sbc,z3,smt,TIMEOUT,2,,,,,,,,,
latin_square,50,sbc,cvc5,smt,TIMEOUT,0,,,,,,,,,
latin_square,50,sbc,cvc5,smt,TIMEOUT,1,,,,,,,,,
latin_square,50,sbc,cvc5,smt,TIMEOUT,2,,,,,,,,,
nqueens,10,base,gecode,minizinc,SAT,0,0.2203972339630127,0.000354922,0.0770324,,1827,,53,23,
nqueens,10,base,gecode,minizinc,SAT,1,0.20650887489318848,0.000318803,0.0737649,,1827,,53,23,
nqueens,10,base,gecode,minizinc,SAT,2,0.21623921394348145,0.000313193,0.0823692,,1827,,53,23,
nqueens,10,base,chuffed,minizinc,SAT,0,0.18210244178771973,0.001,0.0706912,,1168,,41,21,
nqueens,10,base,chuffed,minizinc,SAT,1,0.19614648818969727,0.001,0.0745959,,1168,,41,21,
nqueens,10,base,chuffed,minizinc,SAT,2,0.19782114028930664,0.001,0.0732278,,1168,,41,21,
nqueens,10,base,z3,smt,SAT,0,0.027177095413208008,0.02,,40,900,123,,,17.35
nqueens,10,base,z3,smt,SAT,1,0.02396082878112793,0.02,,40,900,123,,,17.35
nqueens,10,base,z3,smt,SAT,2,0.023736238479614258,0.02,,40,900,123,,,17.35
nqueens,10,base,cvc5,smt,SAT,0,0.07332444190979004,0.066,,,,,,,
nqueens,10,base,cvc5,smt,SAT,1,0.0641787052154541,0.058,,,,,,,
nqueens,10,base,cvc5,smt,SAT,2,0.07330179214477539,0.068,,,,,,,
nqueens,10,sbc,gecode,minizinc,SAT,0,0.2100987434387207,0.000298475,0.0719057,,1218,,34,14,
nqueens,10,sbc,gecode,minizinc,SAT,1,0.2123708724975586,0.000239032,0.0736066,,1218,,34,14,
nqueens,10,sbc,gecode,minizinc,SAT,2,0.1992778778076172,0.000239153,0.0737483,,1218,,34,14,
nqueens,10,sbc,chuffed,minizinc,SAT,0,0.1972649097442627,0.001,0.0730869,,1287,,41,27,
nqueens,10,sbc,chuffed,minizinc,SAT,1,0.18517780303955078,0.001,0.059961,,1287,,41,27,
nqueens,10,sbc,chuffed,minizinc,SAT,2,0.19336771965026855,0.001,0.0718352,,1287,,41,27,
nqueens,10,sbc,z3,smt,SAT,0,0.023725509643554688,0.02,,15,518,114,,,17.3
nqueens,10,sbc,z3,smt,SAT,1,0.023557186126708984,0.02,,15,518,114,,,17.3
nqueens,10,sbc,z3,smt,SAT,2,0.025580883026123047,0.02,,15,518,114,,,17.3
nqueens,10,sbc,cvc5,smt,SAT,0,0.01995849609375,0.015,,,,,,,
nqueens,10,sbc,cvc5,smt,SAT,1,0.018871307373046875,0.013,,,,,,,
nqueens,10,sbc,cvc5,smt,SAT,2,0.022615671157836914,0.015,,,,,,,
nqueens,20,base,gecode,minizinc,SAT,0,0.20236468315124512,0.000469339,0.0721563,,2564,,63,26,
nqueens,20,base,gecode,minizinc,SAT,1,0.19978761672973633,0.000457617,0.0752398,,2564,,63,26,
nqueens,20,base,gecode,minizinc,SAT,2,0.1964409351348877,0.000460312,0.0739149,,2564,,63,26,
nqueens,20,base,chuffed,minizinc,SAT,0,0.20075774192810059,0.002,0.0771618,,6731,,120,70,
nqueens,20,base,chuffed,minizinc,SAT,1,0.20044732093811035,0.002,0.078782,,6731,,120,70,
nqueens,20,base,chuffed,minizinc,SAT,2,0.2317366600036621,0.003,0.104072,,6731,,120,70,
nqueens,20,base,z3,smt,SAT,0,0.19301891326904297,0.19,,378,40578,1983,,,18.33
nqueens,20,base,z3,smt,SAT,1,0.1594853401184082,0.15,,378,40578,1983,,,18.33
nqueens,20,base,z3,smt,SAT,2,0.17775511741638184,0.17,,378,40578,1983,,,18.33
nqueens,20,base,cvc5,smt,SAT,0,0.44739842414855957,0.441,,,,,,,
nqueens,20,base,cvc5,smt,SAT,1,0.4409608840942383,0.434,,,,,,,
nqueens,20,base,cvc5,smt,SAT,2,0.4084794521331787,0.402,,,,,,,
nqueens,20,sbc,gecode,minizinc,SAT,0,0.21054744720458984,0.00071344,0.0752628,,4525,,109,49,
nqueens,20,sbc,gecode,minizinc,SAT,1,0.18895673751831055,0.000680629,0.0632871,,4525,,109,49,
nqueens,20,sbc,gecode,minizinc,SAT,2,0.18595457077026367,0.000563126,0.058223,,4525,,109,49,
nqueens,20,sbc,chuffed,minizinc,SAT,0,0.19124269485473633,0.002,0.0644191,,6903,,129,84,
nqueens,20,sbc,chuffed,minizinc,SAT,1,0.19310331344604492,0.003,0.0755992,,6903,,129,84,
nqueens,20,sbc,chuffed,minizinc,SAT,2,0.1791083812713623,0.003,0.0611672,,6903,,129,84,
nqueens,20,sbc,z3,smt,SAT,0,0.3214914798736572,0.32,,799,87799,3537,,,19.19
nqueens,20,sbc,z3,smt,SAT,1,0.2989785671234131,0.29,,799,87799,3537,,,19.19
nqueens,20,sbc,z3,smt,SAT,2,0.30684757232666016,0.3,,799,87799,3537,,,19.19
nqueens,20,sbc,cvc5,smt,SAT,0,0.15565133094787598,0.149,,,,,,,
nqueens,20,sbc,cvc5,smt,SAT,1,0.13133788108825684,0.125,,,,,,,
nqueens,20,sbc,cvc5,smt,SAT,2,0.14254236221313477,0.137,,,,,,,
nqueens,30,base,gecode,minizinc,SAT,0,0.20742464065551758,0.00056544,0.0751542,,3593,,67,22,
nqueens,30,base,gecode,minizinc,SAT,1,0.21268463134765625,0.000667323,0.0744942,,3593,,67,22,
nqueens,30,base,gecode,minizinc,SAT,2,0.22328829765319824,0.000654579,0.0777009,,3593,,67,22,
nqueens,30,base,chuffed,minizinc,SAT,0,0.21120262145996094,0.013,0.0760102,,31637,,828,290,
nqueens,30,base,chuffed,minizinc,SAT,1,0.2068171501159668,0.013,0.0753257,,31637,,828,290,
nqueens,30,base,chuffed,minizinc,SAT,2,0.18713855743408203,0.012,0.0578446,,31637,,828,290,
nqueens,30,base,z3,smt,SAT,0,0.6377596855163574,0.63,,676,175931,6326,,,21.6
nqueens,30,base,z3,smt,SAT,1,0.5927484035491943,0.58,,676,175931,6326,,,21.6
nqueens,30,base,z3,smt,SAT,2,0.5905699729919434,0.58,,676,175931,6326,,,21.6
nqueens,30,base,cvc5,smt,SAT,0,1.235358715057373,1.229,,,,,,,
nqueens,30,base,cvc5,smt,SAT,1,1.5543296337127686,1.547,,,,,,,
nqueens,30,base,cvc5,smt,SAT,2,1.4177696704864502,1.41,,,,,,,
nqueens,30,sbc,gecode,minizinc,SAT,0,0.20914530754089355,0.000532778,0.0751322,,2167,,31,4,
nqueens,30,sbc,gecode,minizinc,SAT,1,0.2187490463256836,0.000518532,0.0763986,,2167,,31,4,
nqueens,30,sbc,gecode,minizinc,SAT,2,0.19742989540100098,0.00039063,0.0736192,,2167,,31,4,
nqueens,30,sbc,chuffed,minizinc,SAT,0,0.2532632350921631,0.046,0.0748394,,110303,,1991,1269,
nqueens,30,sbc,chuffed,minizinc,SAT,1,0.2500491142272949,0.045,0.0761369,,110303,,1991,1269,
nqueens,30,sbc,chuffed,minizinc,SAT,2,0.23997974395751953,0.047,0.0730349,,110303,,1991,1269,
